citation,year,keywords,value,mentions_data,mentions_code,ipums,github_link,dataverse,osf_link,on_request,volume
"Tod G. Hamilton; Selection, Language Heritage, and the Earnings Trajectories of Black Immigrants in the United States. Demography 1 June 2014; 51 (3): 975–1002. doi: https://doi.org/10.1007/s13524-014-0298-5",2014,"Black immigrants, Earnings, Assimilation, Labor markets, Race",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Duncan O. S. Gillespie, Meredith V. Trotter, Shripad D. Tuljapurkar; Divergence in Age Patterns of Mortality Change Drives International Divergence in Lifespan Inequality. Demography 1 June 2014; 51 (3): 1003–1017. doi: https://doi.org/10.1007/s13524-014-0287-8",2014,"Disparity, Health, Longevity, Retirement, Social policy",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Scott J. South, Katherine Trent, Sunita Bose; Skewed Sex Ratios and Criminal Victimization in India. Demography 1 June 2014; 51 (3): 1019–1040. doi: https://doi.org/10.1007/s13524-014-0289-6",2014,"Sex ratio, India, Crime, Victimization, Sexual harassment",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Christopher Wildeman, Kristin Turney; Positive, Negative, or Null? The Effects of Maternal Incarceration on Children’s Behavioral Problems. Demography 1 June 2014; 51 (3): 1041–1068. doi: https://doi.org/10.1007/s13524-014-0291-z",2014,"Maternal incarceration, Prison boom, Child well-being, Collateral consequences of mass incarceration, Child behavioral problems",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Kathryn M. Yount, Sarah Zureick-Brown, Rania Salem; Intimate Partner Violence and Women’s Economic and Non-Economic Activities in Minya, Egypt. Demography 1 June 2014; 51 (3): 1069–1099. doi: https://doi.org/10.1007/s13524-014-0285-x",2014,"Egypt, Intimate partner violence (IPV), Market work, Non-economic activities Subsistence work",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Carolyn A. Liebler, Timothy Ortyl; More Than One Million New American Indians in 2000: Who Are They?. Demography 1 June 2014; 51 (3): 1101–1130. doi: https://doi.org/10.1007/s13524-014-0288-7",2014,"Race, American Indian, U.S. census, Research Data Center, Racial identification","For our primary analyses, we use the 1990 and 2000 full-count nonpublic decennial census microdata available through the Census Research Data Center network.14 These data contain all census respondents, as opposed to public-use samples. Full-count data provide maximally accurate estimates of each subpopulation.15 For education and birth-state analyses, we use nonpublic long-form data, which contain records for all long-form respondents (a sample of about one in six households in both years).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Wendy Janssens, Jacques van der Gaag, Tobias F. Rinke de Wit, Zlata Tanović; Refusal Bias in the Estimation of HIV Prevalence. Demography 1 June 2014; 51 (3): 1131–1157. doi: https://doi.org/10.1007/s13524-014-0290-0",2014,"HIV prevalence, Population-based survey, Refusal bias, Heckman selection model, Namibia",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Noreen Goldman, Anne R. Pebley, Mathew J. Creighton, Graciela M. Teruel, Luis N. Rubalcava, Chang Chung; The Consequences of Migration to the United States for Short-Term Changes in the Health of Mexican Immigrants. Demography 1 August 2014; 51 (4): 1159–1173. doi: https://doi.org/10.1007/s13524-014-0304-y",2014,"Immigrant, Health status, Self-rated health, Selection, Mexico",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Günther Fink, Isabel Günther, Kenneth Hill; Slum Residence and Child Health in Developing Countries. Demography 1 August 2014; 51 (4): 1175–1197. doi: https://doi.org/10.1007/s13524-014-0302-0",2014,"Urbanization, Mortality, Child health, Slums, DHS","The data used in this article are from Demographic and Health Surveys (DHS), nationally representative population-based surveys that have historically had a primary focus on fertility and reproductive health but also cover a large array of child health outcomes and household characteristics beyond standard child survival measures. Largely funded by the U.S. Agency for International Development (USAID), more than 230 standard DHS surveys have been conducted in 86 countries since 1986.1 The individual-level data sets are generally publicly available. Some of the earlier surveys do not include information on household spatial characteristics needed for the classification of urban residence, resulting in a final sample of 191 surveys across 73 countries. Figure 1 shows the global distribution of these surveys. About one-half of the surveys cover sub-Saharan African countries, with the remainder roughly equally distributed between Asia and Latin America. A full list of all surveys is provided in Online Resource 1.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Stefanie Mollborn, Elizabeth Lawrence, Laurie James-Hawkins, Paula Fomby; How Resource Dynamics Explain Accumulating Developmental and Health Disparities for Teen Parents’ Children. Demography 1 August 2014; 51 (4): 1199–1224. doi: https://doi.org/10.1007/s13524-014-0301-1",2014,"Socioeconomic resources, Resource dynamics, Early childhood, Teen parenthood, Growth curve analysis",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Vincenzo Atella, Joanna Kopinska; Body Weight, Eating Patterns, and Physical Activity: The Role of Education. Demography 1 August 2014; 51 (4): 1225–1249. doi: https://doi.org/10.1007/s13524-014-0311-z",2014,"BMI, Energy balance, Schooling, Instrumental variables quantile regression",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Kanika Arora, Douglas A. Wolf; Is There a Trade-off Between Parent Care and Self-care?. Demography 1 August 2014; 51 (4): 1251–1270. doi: https://doi.org/10.1007/s13524-014-0309-6",2014,"Informal caregiving, Time use, Physical activity, Labor force participation",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Esther M. Friedman, Robert D. Mare; The Schooling of Offspring and the Survival of Parents. Demography 1 August 2014; 51 (4): 1271–1293. doi: https://doi.org/10.1007/s13524-014-0303-z",2014,"Education, Mortality, Intergenerational, Survival analysis",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Hui Zheng; Aging in the Context of Cohort Evolution and Mortality Selection. Demography 1 August 2014; 51 (4): 1295–1317. doi: https://doi.org/10.1007/s13524-014-0306-9,2014,"Rate of demographic aging, Rate of biological aging, Cohort evolution, Mortality selection, Strehler and Mildvan model",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"David McClendon, Janet Chen-Lan Kuo, R. Kelly Raley; Opportunities to Meet: Occupational Education and Marriage Formation in Young Adulthood. Demography 1 August 2014; 51 (4): 1319–1344. doi: https://doi.org/10.1007/s13524-014-0313-x",2014,"Marriage formation, Marriage markets, Transition to adulthood, Work and occupations","The NLSY-97 also collects information regarding whether an array of fringe benefits are available to respondents through their current employers (or through self-employment). Among these benefits, we selected those that may be related to job quality and may promote marriage, thereby confounding the relationship between occupational education and marriage. We controlled for a set of dichotomous variables indicating whether respondents had (1) paid vacation; (2) paid sick leave; (3) maternity/paternity leave (paid or unpaid); (4) medical, surgical, or hospitalization insurance that covered injuries or major illnesses off the job; and (5) work schedule flexibility available through their current jobs. All occupational characteristics and job benefits can change on a yearly basis in the person-year data sets to reflect changes in respondents’ occupations or shifts in their employment status.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
Christina Gibson-Davis; Magic Moment? Maternal Marriage for Children Born Out of Wedlock. Demography 1 August 2014; 51 (4): 1345–1356. doi: https://doi.org/10.1007/s13524-014-0308-7,2014,"Marriage, Divorce, Nonmarital childbearing, Race and ethnicity",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Wolfgang Frimmel, Martin Halla, Rudolf Winter-Ebmer; Can Pro-Marriage Policies Work? An Analysis of Marginal Marriages. Demography 1 August 2014; 51 (4): 1357–1379. doi: https://doi.org/10.1007/s13524-014-0312-y",2014,"Marriage-promoting policies, Marriage subsidies, Marital instability, Divorce, Fertility",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Maria Cancian, Daniel R. Meyer, Patricia R. Brown, Steven T. Cook; Who Gets Custody Now? Dramatic Changes in Children’s Living Arrangements After Divorce. Demography 1 August 2014; 51 (4): 1381–1396. doi: https://doi.org/10.1007/s13524-014-0307-8",2014,"Divorce, Child custody, Joint custody, Single-parent families, Family change",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"H. Elizabeth Peters, Kosali Simon, Jamie Rubenstein Taber; Marital Disruption and Health Insurance. Demography 1 August 2014; 51 (4): 1397–1421. doi: https://doi.org/10.1007/s13524-014-0317-6",2014,"Health insurance, Divorce, Separation, Children, Family economics",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Amar Hamoudi, Jenna Nobles; Do Daughters Really Cause Divorce? Stress, Pregnancy, and Family Composition. Demography 1 August 2014; 51 (4): 1423–1449. doi: https://doi.org/10.1007/s13524-014-0305-x",2014,"Mortality selection, Sex ratios, Fertility and fecundity, Divorce, Gender",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Arunachalam Dharmalingam, Sowmya Rajan, S. Philip Morgan; The Determinants of Low Fertility in India. Demography 1 August 2014; 51 (4): 1451–1475. doi: https://doi.org/10.1007/s13524-014-0314-9",2014,"Low fertility, Fertility preferences, Desired family size, Indian fertility",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Alfredo Burlando; Power Outages, Power Externalities, and Baby Booms. Demography 1 August 2014; 51 (4): 1477–1500. doi: https://doi.org/10.1007/s13524-014-0316-7",2014,"Africa, Blackouts, Electricity, Fertility, Infrastructure development",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Sarah C. Fuller; The Effect of Prenatal Natural Disaster Exposure on School Outcomes. Demography 1 August 2014; 51 (4): 1501–1525. doi: https://doi.org/10.1007/s13524-014-0310-0,2014,"Natural disaster, Birth weight, Prenatal development, Academic achievement",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Mathias Lerch; The Role of Migration in the Urban Transition: A Demonstration From Albania. Demography 1 August 2014; 51 (4): 1527–1550. doi: https://doi.org/10.1007/s13524-014-0315-8,2014,"Urban transition, Components of urban growth, International migration, Post-communist transition, Albania",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Kathryn M. Yount, Kristin VanderEnde, Sarah Zureick-Brown, Hoang Tu Anh, Sidney Ruth Schuler, Tran Hung Minh; Measuring Attitudes About Intimate Partner Violence Against Women: The ATT-IPV Scale. Demography 1 August 2014; 51 (4): 1551–1572. doi: https://doi.org/10.1007/s13524-014-0297-6",2014,"Attitudes, Gender, Intimate partner violence, Measurement, Vietnam",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Joseph T. Lariscy, Robert A. Hummer, Mark D. Hayward; Hispanic Older Adult Mortality in the United States: New Estimates and an Assessment of Factors Shaping the Hispanic Paradox. Demography 1 February 2015; 52 (1): 1–14. doi: https://doi.org/10.1007/s13524-014-0357-y",2015,"Adult mortality, Race/ethnicity, Hispanic paradox, Socioeconomic status, Smoking",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Jenna Nobles, Elizabeth Frankenberg, Duncan Thomas; The Effects of Mortality on Fertility: Population Dynamics After a Natural Disaster. Demography 1 February 2015; 52 (1): 15–38. doi: https://doi.org/10.1007/s13524-014-0362-1",2015,"Mortality, Fertility, Natural disaster, Population rebuilding, Replacement",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Giambattista Salinari, Gustavo De Santis; On the Beginning of Mortality Acceleration. Demography 1 February 2015; 52 (1): 39–60. doi: https://doi.org/10.1007/s13524-014-0363-0",2015,"Mortality, Aging, Bai’s methodology, Cohort/period effects",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"David Bishai, Abdur Razzaque, Susan Christiansen, A. H. M. Golam Mustafa, Michelle Hindin; Selection Bias in the Link Between Child Wantedness and Child Survival: Theory and Data From Matlab, Bangladesh. Demography 1 February 2015; 52 (1): 61–82. doi: https://doi.org/10.1007/s13524-014-0354-1",2015,"Unwanted births, Child survival, Birth selection bias, Bangladesh",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Kathryn Kost, Laura Lindberg; Pregnancy Intentions, Maternal Behaviors, and Infant Health: Investigating Relationships With New Measures and Propensity Score Analysis. Demography 1 February 2015; 52 (1): 83–111. doi: https://doi.org/10.1007/s13524-014-0359-9",2015,"Pregnancy intentions, Unintended childbearing, Unintended pregnancy, Maternal behaviors, Infant health",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Mircea Trandafir; Legal Recognition of Same-Sex Couples and Family Formation. Demography 1 February 2015; 52 (1): 113–151. doi: https://doi.org/10.1007/s13524-014-0361-2,2015,"Same-sex marriage, Divorce, Extramarital births, Synthetic control",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Matthew Painter, Adrianne Frech, Kristi Williams; Nonmarital Fertility, Union History, and Women’s Wealth. Demography 1 February 2015; 52 (1): 153–182. doi: https://doi.org/10.1007/s13524-014-0367-9",2015,"Nonmarital birth, Single mothers, Cohabitation, Marriage, Paternity",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Ridhi Kashyap, Albert Esteve, Joan García-Román; Potential (Mis)match? Marriage Markets Amidst Sociodemographic Change in India, 2005–2050. Demography 1 February 2015; 52 (1): 183–208. doi: https://doi.org/10.1007/s13524-014-0366-x",2015,"Marriage, Skewed sex ratios at birth, Educational hypergamy, Female educational expansion, India","From a demographic perspective, three salient features characterize nuptiality patterns in India: (1) universal marriage; (2) early age at marriage, particularly for women; (3) age and educational asymmetries in marital unions.4 Table 1 reports relevant indices to describe these aspects of India’s marriage regime that we compute using most recently available data from two population-representative surveys: the National Family Health Survey (NFHS) (2005–2006) (International Institute for Population Sciences IIPS 2007) and the Socio-Economic Survey (1999 and 2004). The latter survey is available through the Integrated Public Use Microdata Series International (IPUMS) (Minnesota Population Center MPC 2011).",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
Patrick Sharkey; Geographic Migration of Black and White Families Over Four Generations. Demography 1 February 2015; 52 (1): 209–231. doi: https://doi.org/10.1007/s13524-014-0368-8,2015,"Intergenerational migration, Race",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Elizabeth Nauman, Mark VanLandingham, Philip Anglewicz, Umaporn Patthavanit, Sureeporn Punpuing; Rural-to-Urban Migration and Changes in Health Among Young Adults in Thailand. Demography 1 February 2015; 52 (1): 233–257. doi: https://doi.org/10.1007/s13524-014-0365-y",2015,"Rural-urban migration, Health status, Selection, Thailand","The focus of this article is the first mechanism of urbanization noted earlier: rural-to-urban migration and its consequences for those individuals who migrate. A key set of these consequences is health-related. Rural-to-urban migration can influence migrants’ health and well-being through its effects on affluence, exposure to new environmental risks and benefits, by stimulating changes in cultural expectations and patterns of behavior, and by providing access to resources that were unavailable at the place of origin. These migration-related processes can impact migrants’ well-being positively and negatively. A substantial body of literature assesses health outcomes among immigrants to the developed world, but less attention has been paid to the health impacts of internal migration. Although both types of migration entail leaving a familiar environment for an unfamiliar one, international migrants typically face more formidable language and cultural challenges than do migrants who stay within their country’s borders. Nevertheless, the adaptations required by migrants moving from a rural setting to an urban one can be profound, especially when they are undertaken outside the context of one’s usual social network. With rapid urbanization underway in many developing countries, internal migration—especially rural-to-urban movement—is occurring on an even larger scale than international migration (International Organization for Migration 2005; King et al. 2008).1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
